Team Name,Team Code,Conf Code,Conf Name,Tot Off Pts,Tot Def Pts,Off Pts Per Drive,Def Pts Per Drive,Tot Off Yards,Tot Def Yards,Off Yards Per Drive,Def Yards Per Drive,Tot Expected Off Pts,Tot Expected Def Pts,Off Expected Pts Per Drive,Def Expected Pts Per Drive,Tot Expected Off Yds,Tot Expected Def Yds,Off Expected Yds Per Drive,Def Expected Yds Per Drive,Off Pts Per Drive over Expected,Def Pts Per Drive over Expected,Off Yards Per Drive over Expected,Def Yards Per Drive over Expected
Richmond,575,837,Colonial,21,44,1.61538461538,3.66666666667,284,417,21.8461538462,34.75,23.6136997904,33.8449239409,1.81643844541,2.82041032841,421.077490934,309.988152734,32.3905762257,25.8323460612,-0.20105383003,0.846256338255,-10.5444223796,-10.5444223796
Robert Morris,579,846,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacred Heart,590,846,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Francis (Pa.),600,846,Northeast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Houston State,624,914,Southland,52,45,3.05882352941,3.0,655,570,38.5294117647,38.0,35.4610842991,31.3967016507,2.08594613524,2.09311344338,520.358861635,462.900258454,30.609344802,30.8600172303,0.972877394173,0.906886556622,7.92006696266,7.92006696266
Samford,625,912,Southern,3,45,0.230769230769,3.46153846154,-12,405,-0.923076923077,31.1538461538,67.302902661,24.4884004824,5.17714635854,1.88372311403,77.9703881771,421.679689846,5.99772216747,32.4368992189,-4.94637712777,1.57781534751,-6.92079909054,-6.92079909054
San Diego,627,21451,Pioneer,17,16,1.21428571429,1.33333333333,309,248,22.0714285714,20.6666666667,26.3961718942,27.4251008889,1.88544084958,2.28542507408,442.745250349,352.032263761,31.6246607392,29.3360219801,-0.671155135299,-0.952091740745,-9.55323216778,-9.55323216778
Savannah State,632,876,Mid-Eastern,23,118,0.69696969697,3.8064516129,435,1258,13.1818181818,40.5806451613,67.3413707203,82.912745053,2.04064759758,2.67460467913,1018.54657661,808.194316014,30.8650477761,26.0707843875,-1.34367790061,1.13184693378,-17.6832295943,-17.6832295943
South Carolina State,647,876,Mid-Eastern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota State,649,853,MVFC,41,31,3.41666666667,2.58333333333,454,528,37.8333333333,44.0,28.4257133616,21.8724418774,2.3688094468,1.82270348978,347.943853049,386.603712502,28.9953210874,32.2169760419,1.04785721987,0.760629843549,8.83801224589,8.83801224589
South Dakota,650,853,MVFC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southeast Missouri State,654,902,OVC,3,27,0.1875,2.07692307692,130,422,8.125,32.4615384615,31.7131961486,25.9741303224,1.98207475929,1.9980100248,508.58330484,413.369716691,31.7864565525,31.7976705147,-1.79457475929,0.0789130521233,-23.6614565525,-23.6614565525
Southeastern Louisiana,655,914,Southland,14,35,1.07692307692,2.91666666667,314,444,24.1538461538,37.0,24.8700473351,25.3902291414,1.91308056424,2.11585242845,412.762889154,369.807372742,31.7509914734,30.8172810619,-0.836157487318,0.800814238218,-7.59714531952,-7.59714531952
Southern Illinois,659,853,MVFC,34,48,2.61538461538,3.42857142857,609,592,46.8461538462,42.2857142857,23.8926752178,28.6260908843,1.83789809368,2.04472077745,424.443440268,433.609597295,32.6494954053,30.9721140925,0.777486521707,1.38385065112,14.1966584409,14.1966584409
Southern University,665,916,Southwestern,14,103,0.538461538462,3.81481481481,496,1088,19.0769230769,40.2962962963,48.5455294172,65.0798427623,1.86713574681,2.41036454675,838.27061988,774.254966855,32.2411776877,28.6761098835,-1.32867420835,1.40445026806,-13.1642546108,-13.1642546108
Southern Utah,667,825,Big Sky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri State,669,853,MVFC,21,119,0.7,4.10344827586,529,1087,17.6333333333,37.4827586207,54.9514227628,75.0955143862,1.83171409209,2.58950049607,980.034524538,786.08884272,32.6678174846,27.1065118179,-1.13171409209,1.51394777979,-15.0344841513,-15.0344841513
Stephen F. Austin,676,914,Southland,14,63,0.933333333333,4.2,240,595,16.0,39.6666666667,31.033497171,35.7000877719,2.0688998114,2.38000585146,459.828154308,433.61692745,30.6552102872,28.9077951633,-1.13556647807,1.81999414854,-14.6552102872,-14.6552102872
Stony Brook,683,826,Big South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee State,691,902,OVC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee Tech,692,902,OVC,24,52,1.6,3.71428571429,338,613,22.5333333333,43.7857142857,27.6102006074,31.4787476589,1.84068004049,2.24848197563,480.380901161,411.579197274,32.0253934108,29.398514091,-0.240680040495,1.46580373865,-9.49206007743,-9.49206007743
Chattanooga,693,912,Southern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee-Martin,695,902,OVC,38,133,1.40740740741,5.11538461538,799,1228,29.5925925926,47.2307692308,50.299188469,61.5545396597,1.86293290626,2.3674822946,866.115229043,742.353021904,32.0783418164,28.552039304,-0.455525498852,2.74790232078,-2.48574922382,-2.48574922382
Texas Southern,699,916,Southwestern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Towson,711,837,Colonial,20,28,2.0,2.8,401,401,40.1,40.1,18.5379137901,20.1554771726,1.85379137901,2.01554771726,319.213563169,310.317542351,31.9213563169,31.0317542351,0.146208620993,0.78445228274,8.17864368312,8.17864368312
Valparaiso,735,21451,Pioneer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villanova,739,837,Colonial,14,21,1.4,2.1,297,320,29.7,32.0,19.9454786567,19.8798639527,1.99454786567,1.98798639527,315.235131895,311.993269916,31.5235131895,31.1993269916,-0.594547865667,0.112013604728,-1.82351318947,-1.82351318947
Virginia Military,741,826,Big South,38,48,2.92307692308,3.2,536,540,41.2307692308,36.0,23.9415007973,38.8581159039,1.84165390749,2.59054106026,412.66141207,406.971732265,31.7431855438,27.1314488177,1.08142301559,0.609458939741,9.48758368693,9.48758368693
Wagner,748,846,Northeast,24,126,0.923076923077,4.84615384615,430,1261,16.5384615385,48.5,51.1015460785,62.2864036175,1.96544407994,2.39563090836,824.324610343,750.879973825,31.7047927055,28.8799989933,-1.04236715687,2.45052293779,-15.166331167,-15.166331167
Weber State,758,825,Big Sky,0,33,0.0,2.2,183,476,13.0714285714,31.7333333333,24.5056821609,33.1632469218,1.75040586864,2.21088312812,453.911772527,456.882966766,32.4222694662,30.458864451,-1.75040586864,-0.0108831281214,-19.3508408948,-19.3508408948
Western Carolina,769,912,Southern,10,41,0.625,2.92857142857,244,450,15.25,32.1428571429,29.0862162315,35.3618881811,1.81788851447,2.52584915579,523.472941338,382.308804684,32.7170588336,27.3077717631,-1.19288851447,0.402722272778,-17.4670588336,-17.4670588336
Western Illinois,771,853,MVFC,0,37,0.0,2.64285714286,169,447,12.0714285714,31.9285714286,25.0862699219,35.2684589657,1.79187642299,2.51917564041,452.850474882,388.142801713,32.3464624916,27.7244858366,-1.79187642299,0.123681502449,-20.2750339201,-20.2750339201
William & Mary,786,837,Colonial,27,28,2.45454545455,2.8,357,364,32.4545454545,36.4,25.4955153348,18.7639860051,2.31777412135,1.87639860051,320.329055026,320.868943916,29.1208231842,32.0868943916,0.1367713332,0.923601399486,3.33372227039,3.33372227039
Yale,813,865,Ivy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Youngstown State,817,853,MVFC,30,45,1.76470588235,2.8125,383,515,22.5294117647,32.1875,39.7658643303,32.3168343461,2.33916849002,2.01980214663,485.021262145,502.902396507,28.5306624791,31.4313997817,-0.574462607663,0.792697853366,-6.00125071441,-6.00125071441
Central Arkansas,1004,914,Southland,7,34,0.538461538462,2.61538461538,237,532,18.2307692308,40.9230769231,24.872940322,25.846850582,1.9133031017,1.98821927554,426.641926403,404.637726494,32.8186097233,31.125978961,-1.37484156323,0.627165339847,-14.5878404926,-14.5878404926
Elon,1068,912,Southern,3,41,0.25,3.15384615385,117,577,9.75,44.3846153846,22.6182664184,25.4670778637,1.88485553486,1.95900598952,381.034868566,419.995160534,31.7529057139,32.3073200411,-1.63485553486,1.19484016433,-22.0029057139,-22.0029057139
Gardner-Webb,1092,826,Big South,14,41,1.0,2.5625,320,467,22.8571428571,29.1875,28.5575328783,38.8536006318,2.03982377702,2.42835003948,437.397981986,453.536985243,31.242712999,28.3460615777,-1.03982377702,0.134149960515,-8.38557014189,-8.38557014189
Presbyterian,1320,826,Big South,17,62,0.607142857143,2.13793103448,406,883,14.5,30.4482758621,55.2877192207,63.7992323765,1.97456140074,2.19997353023,866.167995949,872.826282372,30.9345712839,30.0974580128,-1.3674185436,-0.0620424957427,-16.4345712839,-16.4345712839
Arkansas-Pine Bluff,2678,916,Southwestern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wofford,2915,912,Southern,41,83,1.70833333333,3.45833333333,692,1000,28.8333333333,41.6666666667,44.2785982575,54.9109581384,1.84494159406,2.2879565891,767.412381381,700.48235793,31.9755158909,29.1867649137,-0.13660826073,1.17037674423,-3.14218255755,-3.14218255755
Incarnate Word,2916,914,Southland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
